Make,Model,Vehicle.Class,Engine.Size.L.,Cylinders,Transmission,Fuel.Type,Fuel.Consumption.City..L.100.km.,Fuel.Consumption.Hwy..L.100.km.,Fuel.Consumption.Comb..L.100.km.,Fuel.Consumption.Comb..mpg.,CO2.Emissions.g.km.
BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324
BMW,M760i xDRIVE,FULL-SIZE,6.6,12,AS8,Z,17.7,11.9,15.1,19,355
BMW,X1 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,10.5,7.4,9.1,31,213
BMW,X3 xDRIVE28d,SUV - SMALL,2,4,AS8,D,8.7,7.1,8,35,211
BMW,X3 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11.1,8.5,10,28,233
BMW,X3 xDRIVE35i,SUV - SMALL,3,6,AS8,Z,12.7,9.1,11.1,25,260
BMW,X4 M40i,SUV - SMALL,3,6,AS8,Z,12.7,9.1,11.1,25,260
BMW,X4 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11.8,8.6,10.3,27,240
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,341
BMW,X5 xDRIVE35d,SUV - STANDARD,3,6,AS8,D,10.3,8,9.3,30,249
BMW,X5 xDRIVE35i,SUV - STANDARD,3,6,AS8,Z,13,9.8,11.5,25,270
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.6,11.3,13.7,21,320
BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,341
BMW,X6 xDRIVE35i,SUV - STANDARD,3,6,AS8,Z,13,9.8,11.5,25,270
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.6,11.3,13.7,21,320
CHEVROLET,CAMARO,SUBCOMPACT,2,4,AS8,Z,10.9,7.7,9.5,30,222
CHEVROLET,CAMARO,SUBCOMPACT,2,4,M6,Z,11.9,8,10.1,28,236
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,AS8,X,12.3,8.6,10.6,27,249
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,M6,X,14.4,8.4,11.7,24,274
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS8,Z,14.2,8.7,11.7,24,273
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,M6,Z,14.3,9.4,12.1,23,284
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Z,19,11.6,15.6,18,367
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12,14.9,19,349
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.8,9,9.4,30,220
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,X,12,9.2,10.7,26,252
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.2,10.9,26,254
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.9,9.5,30,255
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,274
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.6,11.3,25,263
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.1,8.4,10.4,27,280
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14,9.9,12.2,23,286
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.5,10.7,11.7,24,315
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15,13,14.1,20,331
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,15.2,8.9,12.4,23,290
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,14.2,9,11.9,24,278
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.6,10.3,14.3,20,336
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,15.6,10.6,13.4,21,312
CHEVROLET,CRUZE,COMPACT,1.4,4,AS6,X,7.9,5.9,7,40,165
CHEVROLET,CRUZE,COMPACT,1.4,4,M6,X,8.3,6,7.3,39,170
CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,AS6,X,8.1,6,7.2,39,169
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,A9,D,7.6,5,6.4,44,172
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,M6,D,7.7,4.5,6.3,45,169
CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4,AS6,X,8.1,6.2,7.3,39,172
CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4,M6,X,8.3,6.4,7.4,38,173
CHEVROLET,CRUZE HATCHBACK PREMIER,COMPACT,1.4,4,AS6,X,8.4,6.4,7.5,38,176
CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A6,X,11,7.5,9.4,30,221
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,X,11,7.5,9.4,30,221
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,E,15.6,11,13.6,21,223
CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,X,14.1,9.7,12.1,23,285
CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.3,10.1,28,237
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,X,11.5,8.3,10.1,28,237
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,E,16.3,11.8,14.2,20,234
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,X,15,10.4,13,22,304
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6,8,A6,X,21.8,14.8,18.6,15,438
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6,8,A6,X,22.3,14.9,19,15,445
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,X,10.9,7.9,9.5,30,224
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,X,12.5,8.3,10.6,27,249
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,E,17,11.7,14.6,19,240
CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,X,8.8,6.5,7.8,36,182
CHEVROLET,MALIBU,MID-SIZE,2,4,A9,Z,10.7,7.1,9.1,31,212
CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,X,4.8,5.5,5.1,55,121
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,297
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.2,10.7,13.1,22,309
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20,324
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,10,11.9,24,279
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,17.1,17,284
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,298
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.1,17,284
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.9,11.5,13.9,20,327
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16,11.7,14.1,20,330
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,294
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.2,15.2,18,16,294
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,10.7,13.1,22,307
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.7,14.4,17.9,16,315
CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13,22,303
CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,8.8,6.6,7.8,36,184
CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.4,6.3,7.4,38,174
CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.7,6.9,8.4,34,197
CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9.2,7.1,8.3,34,194
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,AS6,X,8.8,6.6,7.8,36,184
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,X,8.4,6.3,7.4,38,174
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,X,9.7,6.9,8.4,34,197
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,M5,X,9.2,7.1,8.3,34,194
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,X,7.8,6.2,7.1,40,167
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,M5,X,8,6.2,7.2,39,168
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,E,20,13.5,17.1,17,284
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,15,317
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,E,20,13.5,17.1,17,284
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.8,14.5,18,16,299
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,15.7,10.6,13.4,21,315
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,16,10.9,13.7,21,322
CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.3,7.2,8.3,34,194
CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.2,7.1,8.2,34,194
CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,X,9.8,7.7,8.8,32,208
DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307
DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
DODGE,CHALLENGER GT,MID-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.7,9,11.6,24,271
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.6,9.7,12.9,22,302
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289
DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12,15,19,248
DODGE,CHARGER AWD,FULL-SIZE,5.7,8,A5,X,16,10.1,13.3,21,312
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
DODGE,DURANGO AWD,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265
DODGE,DURANGO AWD,SUV - STANDARD,5.7,8,A8,X,16.6,10.7,14,20,328
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.4,13.3,16.7,17,274
DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.2,11.1,25,261
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,284
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,19.1,13.2,16.4,17,274
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,10,12.4,23,292
DODGE,VIPER,TWO-SEATER,8.4,10,M6,Z,19.9,12.6,16.6,17,387
FORD,C-MAX HYBRID,FULL-SIZE,2,4,AV,X,5.7,6.2,5.9,48,138
FORD,EDGE,SUV - SMALL,2,4,AS6,X,11.5,8,9.9,29,233
FORD,EDGE (Start/Stop),SUV - SMALL,2,4,AS6,X,11.3,8,9.8,29,230
FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,13.5,9.1,11.5,25,270
FORD,EDGE AWD,SUV - SMALL,2,4,AS6,X,11.9,8.6,10.4,27,244
FORD,EDGE AWD,SUV - SMALL,2.7,6,AS6,X,13.8,9.8,12,24,281
FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,13.9,10,12.1,23,284
FORD,ESCAPE,SUV - SMALL,1.5,4,AS6,X,10.2,7.8,9.1,31,214
FORD,ESCAPE,SUV - SMALL,2,4,AS6,X,10.6,8,9.5,30,222
FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,X,11.1,8.1,9.7,29,229
FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,E,15.2,10.8,13.3,21,219
FORD,ESCAPE AWD,SUV - SMALL,1.5,4,AS6,X,10.7,8.3,9.6,29,226
FORD,ESCAPE AWD,SUV - SMALL,2,4,AS6,X,11.5,8.7,10.2,28,239
FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,X,15.9,12,14.2,20,333
FORD,EXPEDITION EL 4X4,SUV - STANDARD,3.5,6,AS6,X,16.1,12.2,14.3,20,337
FORD,EXPLORER,SUV - STANDARD,2.3,4,AS6,X,12.6,8.6,10.8,26,254
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.9,9.7,12,24,281
FORD,EXPLORER AWD,SUV - STANDARD,2.3,4,AS6,X,13.1,9.2,11.3,25,266
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13,22,305
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.4,10.5,12.6,22,296
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.6,14.2,17.2,16,284
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.2,9.3,10.9,26,256
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.4,9.8,11.2,25,263
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.1,9.8,11.6,24,272
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,12.7,9.5,11.3,25,264
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13,10.2,11.7,24,274
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,10.7,12.4,23,290
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,X,13.2,9.7,11.6,24,272
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,E,17.9,13.2,15.8,18,258
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,X,15.4,10.6,13.2,21,310
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,E,20.5,14.3,17.7,16,291
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS6,X,16.8,11.8,14.5,19,340
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS6,E,20.5,14.3,17.7,16,291
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.1,10.2,11.8,24,276
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.5,11.2,12.5,23,293
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.6,10.3,12.1,23,284
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.6,10.7,12.3,23,288
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14,11,12.7,22,298
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14,10.6,12.5,23,293
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,E,19,14.3,16.9,17,281
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,X,15.9,11.3,13.8,20,323
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,E,21.5,15.1,18.6,15,305
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS6,X,16,11.8,14.1,20,330
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS6,E,21.5,15.1,18.6,15,306
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS6,E,22.2,16.5,19.6,14,326
FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.6,13.2,14.5,19,339
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.6,6.4,7.6,37,178
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,6.7,7.8,36,182
FORD,FIESTA SFE,SUBCOMPACT,1,3,M5,X,7.6,5.7,6.8,42,158
FORD,FIESTA ST,COMPACT,1.6,4,M6,X,9,7.1,8.2,34,192
FORD,FLEX AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,321
FORD,FOCUS (Start/Stop),COMPACT,1,3,AS6,X,8.5,6.2,7.5,38,176
FORD,FOCUS (Start/Stop),COMPACT,1,3,M6,X,7.9,5.9,7,40,164
FORD,FOCUS FFV,COMPACT,2,4,AM6,X,9.1,6.4,7.9,36,185
FORD,FOCUS FFV,COMPACT,2,4,AM6,E,12.2,8.8,10.6,27,177
FORD,FOCUS FFV,COMPACT,2,4,AS6,X,9.2,6.6,8,35,189
FORD,FOCUS FFV,COMPACT,2,4,AS6,E,12.4,9.1,10.9,26,182
FORD,FOCUS FFV,COMPACT,2,4,M5,X,9.5,7,8.3,34,195
FORD,FOCUS FFV,COMPACT,2,4,M5,E,12.9,9.5,11.4,25,188
FORD,FOCUS RS AWD,MID-SIZE,2.3,4,M6,Z,12.2,9.4,10.9,26,256
FORD,FOCUS ST,MID-SIZE,2,4,M6,X,10.5,7.8,9.3,30,219
FORD,FUSION,MID-SIZE,1.5,4,AS6,X,10,7,8.7,32,204
FORD,FUSION,MID-SIZE,2,4,AS6,X,11.2,7.6,9.6,29,225
FORD,FUSION,MID-SIZE,2.5,4,A6,X,11.3,7.5,9.6,29,224
FORD,FUSION AWD,MID-SIZE,2,4,AS6,X,11.8,8.1,10.1,28,238
FORD,FUSION AWD,MID-SIZE,2.7,6,AS6,X,13.5,9,11.5,25,270
FORD,FUSION HYBRID,MID-SIZE,2,4,AV,X,5.5,5.7,5.6,50,131
FORD,GT,TWO-SEATER,3.5,6,AM7,Z,20.6,13.2,17.3,16,406
FORD,MUSTANG,SUBCOMPACT,2.3,4,AS6,X,11,7.9,9.6,29,226
FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,AS6,X,11.8,8.3,10.2,28,239
FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,X,11.2,7.8,9.8,29,230
FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,11.2,8.4,9.8,29,230
FORD,MUSTANG,SUBCOMPACT,3.7,6,AS6,X,12.8,8.9,11.1,25,259
FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,13.8,8.8,11.5,25,271
FORD,MUSTANG,SUBCOMPACT,5,8,AS6,X,15.6,9.6,12.9,22,303
FORD,MUSTANG,SUBCOMPACT,5,8,M6,X,15.8,9.8,13.1,22,307
FORD,MUSTANG (Performance Pkg),SUBCOMPACT,5,8,M6,X,16.7,10.2,13.8,20,324
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS6,X,11.8,8.3,10.2,28,239
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,M6,X,11.2,8.7,10.1,28,237
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5,8,AS6,X,15.5,10.3,13.2,21,309
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5,8,M6,X,16.7,10.2,13.8,20,324
FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,17.2,11.3,14.6,19,341
FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.2,12.8,14.6,19,344
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,X,16.7,13,15.1,19,354
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,E,23,18.5,20.9,14,343
FORD,TAURUS,FULL-SIZE,2,4,AS6,X,11.8,8.1,10.1,28,238
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17.6,11.7,15,19,249
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13.6,9.9,12.4,23,291
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.7,13.4,16.3,17,271
FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.7,10.4,27,244
FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.1,11.9,14.2,20,234
FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.8,10.8,26,253
FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.8,12.1,14.7,19,242
GMC,ACADIA,SUV - STANDARD,2.5,4,A6,X,11,9.2,10.2,28,239
GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,13,9.3,11.3,25,265
GMC,ACADIA AWD,SUV - STANDARD,2.5,4,A6,X,11.2,9.4,10.4,27,243
GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,13.3,9.5,11.6,24,271
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,X,12,9.2,10.7,26,252
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.2,10.9,26,254
GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.9,9.5,30,255
GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,274
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.6,11.3,25,263
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.1,8.4,10.4,27,280
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14,9.9,12.2,23,286
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,X,21.8,14.8,18.6,15,438
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,X,22.3,14.9,19,15,445
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,297
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.2,10.7,13.1,22,309
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20,323
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,10,11.9,24,279
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,17.1,17,284
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,298
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.1,17,284
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.9,11.5,13.9,20,327
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16,11.7,14.1,20,330
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,294
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,15.2,18,16,294
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,10.7,13.1,22,307
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.7,14.4,17.9,16,317
GMC,SIERRA eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13,22,303
GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,11,7.5,9.4,30,221
GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,X,11,7.5,9.4,30,221
GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,E,15.6,11,13.6,21,223
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,14.1,9.7,12.1,23,285
GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.3,10.1,28,237
GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,15,10.4,13,22,304
GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305
GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305
GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,E,20,13.5,17.1,17,284
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.8,14.5,18,16,299
GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,16,11.7,14.1,20,330
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,E,20,13.5,17.1,17,284
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,15,317
GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,16.3,11.7,14.2,20,333
